,Görüş,Clean,kelimeler2,sonuçlar,label,binary_sonuçlar
605,cihaz bilgisayar dışında farklı cihazlarda calışmıyor,cihaz bilgisayar dışında farklı cihazlarda çalışmıyor,,0.0,0,-1
606,"ürünü hiç ama hiç beğenmedim kimse tavsiye etmiyorum. Ürünün içi plastik
dolu. paslanmaz çelik yazıyor tamam da filtre plastik, vida plastik,
içindeki rezidansın başlığı da plastik kesinlikle sağlıklı bir ürün
değil arkadaşlar. bilseydim almazdım. içinde plastik parçalar olmayan
çelik ya da cam kettle'lar kullanılmalı.","ürünü hiç ama hiç beğenmedim kimse tavsiye etmiyorum . ürünün içi plastik dolu . paslanmaz çelik yazıyor tamam da filtre plastik , vida plastik , içindeki rezidansın başlığı da plastik kesinlikle sağlıklı bir ürün değil arkadaşlar . bilseydim almazdım . içinde plastik parçalar olmayan çelik ya da cam kettle'lar kullanılmalı .","hiç, hiç, dolu, paslanmaz, tamam, kesin, plastik",-1.285223983048318,0,0
607,Doğalgazlı diye aldık TÜPLÜ çıktı,doğalgazlı diye aldık tüplü çıktı,,0.0,0,-1
608,Olumsuz yönleri: Daha uygun fiyata aynı özelliklerde mixer almak mümkün bosch bilinen sağlam bir marka ama mikser en nihayetinde,olumsuz yönleri : daha uygun fiyata aynı özelliklerde miler almak mümkün bosch bilinen sağlam bir marka ama mikser en nihayetinde,"olumsuz, daha, uygun, aynı, mümkün, sağlam, en",0.37589160473930816,0,1
609,Ürün hiç güzel değil,ürün hiç güzel değil,"hiç, güzel",-0.25699107649147934,0,0
610,Arzum rondoyu cam hazinesinden dolayı beğenerek aldım . aldığım günden beri sıkıntılı çalışıyordu.  7 ay oldu arızalandı sonunda .servise gönderdik kullanıcı hatası dediler 70 tl ucret karşılığında yapacaklarını bildirdiler. Plâstik aksanı bozulmuş. Ürünün kendisini 110 tl aldım zaten. Bir daha bu markadan bişey almam kimseye de tavsiye etmem,arzum rondoyu cam hazinesinden dolayı beğenerek aldım . aldığım günden beri sıkıntılı çalışıyordu . 7 ay oldu arızalandı sonunda . servise gönderdik kullanıcı hatası dediler 70 tl ücret karşılığında yapacaklarını bildirdiler . plastik aksanı bozulmuş . ürünün kendisini 110 tl aldım zaten . bir daha bu markadan bir şey almam kimseye de tavsiye etmem,"sonunda, zaten, daha",0.3812636165577342,0,1
611,çiğ kalıyor kahveyi kaynatıyor başarısız,çiğ kalıyor kahveyi kaynatıyor başarısız,çiğ,-0.020547945205479423,0,0
612,"Ürün elime ulaşmadığı için yorum yapamıyorum.ancak Müge hanıma aldığım
yerdeki Müge hanıma teşekkür ediyorum ilgili ve alakalı ve geri dönüş
yapıyor.onlardan kaynaklı olmaya bilir ,taşımakaynaklıdır ancak
memnüniyetsizllik oluştu bende","ürün elime ulaşmadığı için yorum yapamıyorum . ancak müge hanıma aldığım yerdeki müge hanıma teşekkür ediyorum ilgili ve alakalı ve geri dönüş yapıyor . onlardan kaynaklı olmayabilir bilir , taşımakaynaklıdır ancak memnüniyetsizllik oluştu bende","ilgili, geri",0.07625272331154684,0,1
613,"Fiyat olarak uygun bir ürün ama kalitesi bence bu fiyatıda hak etmiyor. Tarak dişleri fotoğrafta göründüğü kadar sık değil, elinize ilk aldığınızda hemen bir pişmanlık yaşıyorsunuz.","fiyat olarak uygun bir ürün ama kalitesi bence bu fiyatıda hak etmiyor . tarak dişleri fotoğrafta göründüğü kadar şık değil , elinize ilk aldığınızda hemen bir pişmanlık yaşıyorsunuz .","uygun, ilk, hemen, pişman",-0.00971438803832031,0,0
614,"Ben bu kremi forumlarda okuduklarıma bakarak, müthiş bir beklentiyle aldım. Azıcık bile iyi gelmedi. Ne zaman sürsem ertesi gün sivilceler çıkarttı yüzümde. Bazı ciltlere iyi gelmiyor, beklentinizi düşük tutun.","ben bu kremi forumlarda okuduklarıma bakarak , müthiş bir beklentiyle aldım . azıcık bile iyi gelmedi . ne zaman sürsem ertesi gün sivilceler çıkarttı yüzümde . bazı ciltlere iyi gelmiyor , beklentinizi düşük tutun .","müthiş, azıcık, bile, iyi, ne, ertesi, bazı, iyi, düşük",0.5124750052227891,0,1
615,Ürün spot geldi. İlgi ve alakanıza teşekkürler hb.,ürün spot geldi . ilgi ve alakanıza teşekkürler hb .,,0.0,0,-1
616,"çekiş,emiş, hiç birşey yok.bir motor çalışıyor ama.hiçbir işlevi yok.bu
ne biçim iş","çekiş , emiş , hiç bir şey yok . bir motor çalışıyor ama . hiçbir işlevi yok . bu ne biçim iş","hiç, yok, yok, ne",-2.6208254991494315,0,0
617,"1) ÇOK KABA
2) TEMİZLİĞİ ÇOK ZOR (GÖRDÜĞÜNÜZ ALET BELKİ 7-8 TANE SÖKÜLMESİ GEREKEN PARÇADAN OLUŞUYOR.)
3) ATTIĞINIZ PARÇALARIN BAZILARI DİPTE BİRİKİYOR. (BIÇAKLAR O ALANI PARÇALAYAMIYOR. LAPA BİR KÜTLE DİPTE KALIYOR.

AMACINIZ DOĞRAMAK PARÇALAMAKSA BLENDER ALIN.
AMACINIZ ÇORBA YAPMAKSA TENCERE KULLANIN.
BUNUNLA ÇORBA YAPMAK DEMEK DİPTE BİR LAPA VE DİĞER TÜM MALZEMELERİN MUNDAR OLMASI DEMEK. 
SOĞAN ÖNCE PİŞMELİ, SONRA SIRAYLA BAŞKA ŞEYLER PİŞMELİ VE İÇERKEN AĞZINIZA MESELA TAVUĞUN GELMESİNİ İSTİYENLERDENSENİZ KESİNLİKLE TENCERE KULLANIN. ÇÜNKÜ BUNDA NE TAVUK NE HAVUÇ ANLAYAMAZSINIZ. 

YİNE DE ÇOOOOK İSTERSENİZ İLLA İNCELEYİN DERİM.","1 ) çok kaba 2 ) temizliği çok zor ( gördüğünüz alet belki 7-8 tane sökülmesi gereken parçadan oluşuyor . ) 3 ) attığınız parçaların bazıları dipte birikiyor . ( bıçaklar o alanı parçalayamıyor . lapa bir kütle dipte kalıyor . amacınız doğramak parçalamaksa blender alın . amacınız çorba yapmaksa tencere kullanın . bununla çorba yapmak demek dipte bir lapa ve diğer tüm malzemelerin mundar olması demek . soğan önce pişmeli , sonra sırayla başka şeyler pişmeli ve içerken ağzınıza mesela tavuğun gelmesini isteyenlerdenseniz kesinlikle tencere kullanın . çünkü bunda ne tavuk ne havuç anlayamazsınız . yine de Çoook isterseniz illa inceleyin derim .","çok, temiz, çok, zor, belki, diğer, mundar, önce, sonra, meselâ, kesin, ne, ne, yine, illâ",2.423538365117737,0,1
618,Ürün bugün geldi kapağı tam kapanmıyor ayrıca tabanlığı Su Isıtıcıyla beraber ele geliyor ayrıca elle ayırmak gerekiyor.çok hafif ....ürünü beğenmedim bu nedenle iade ediyorum.,ürün bugün geldi kapağı tam kapanmıyor ayrıca tabanlığı şu ısıtıcıyla beraber ele geliyor ayrıca elle ayırmak gerekiyor . çok hafif ... . ürünü beğenmedim bu nedenle iade ediyorum .,"tam, ayrıca, beraber, ayrıca, çok, hafif",1.2636165577342047,0,1
619,'79 dan bu yana üretilen devrim niteliinde ki walkman 2014 te beni sasirtti.onca tecrübenin ardindan ses kalitesinin misir çarsisi ayarinda yapilmasi çok ilginç.kökü saglam bi markanin su anda mp3 olarak rakip tanimaz olmasi gerekirken apple dan sansa dan geride bir önceki sürümü çok daha kaliteliydi..radyolu radyosuz diye bi saçmalik da var.bu kadar ucuz düsünülmüs sanirim artik mp3 almayin telefon alin deniliyor.yazik ki bi kültür daha ortadan kalkiyor.,' 79 dan bu yana üretilen devrim niteliğinde ki walkman 2014 te beni şaşırttı . onca tecrübenin ardından ses kalitesinin mısır çarşısı ayarında yapılması çok ilginç . kökü sağlam bir markanın şu anda mp3 olarak rakip tanımaz olması gerekirken apple dan şansa dan geride bir önceki sürümü çok daha kaliteliydi . . radyolu radyosuz diye bir saçmalık da var . bu kadar ucuz düşünülmüş sanırım artık mp3 almayın telefon alın deniyor . yazık ki bir kültür daha ortadan kalkıyor .,"onca, ardından, çok, ilginç, sağlam, geri, çok, daha, kalite, ucuz, artık, daha",2.8627450980392157,0,1
620,Çok dandik begenmedim,çok dandik beğenmedim,"çok, dandik",0.9794520547945206,0,1
621,İzmir bornova şansal  market firmasından bu ürünü aldık halinin üstünde gitmiyor iade istedik geri almadılar bu nebicim firma anlayamıyorum verdim iz parayı  helal etmiyorum evde sus niyetine aldık evde sus almak istiyorsanız alin,izmir bornova şansal market firmasından bu ürünü aldık halının üstünde gitmiyor iade istedik geri almadılar bu ne biçim firma anlayamıyorum verdim iz parayı helal etmiyorum evde süs niyetine aldık evde süs almak istiyorsanız alın,"geri, ne",0.1503267973856209,0,1
622,"30-40 liralık cezve bundan daha iyi kahve yapıyor.  rengi de
fotoğraftaki gibi değil. fiyatı 30 liraya düşse dahi almazdım. tavsiye etmiyorum.",30-40 liralık cezve bundan daha iyi kahve yapıyor . rengi de fotoğraftaki gibi değil . fiyatı 30 liraya düşse dahi almazdım . tavsiye etmiyorum .,"daha, iyi",0.7276688453159041,0,1
623,Ürünü orijinal hızlı şarj diye almıştım ancak hızlı şarj yapmadığını gördüm,ürünü orijinal hızlı şarj diye almıştım ancak hızlı şarj yapmadığını gördüm,,0.0,0,-1
624,Kusura bakmayın ama çok kötü görünüyor mesela koltuğun altını bu ürünle nasıl süpüreceksiniz bunun yanında bide o kocaman gövdeyi taşı babam taşı 🤔👎👎👎👎👎 dysonun çakması bile olamaz,kusura bakmayın ama çok kötü görünüyor mesela koltuğun altını bu ürünle nasıl süpüreceksiniz bunun yanında bide o kocaman gövdeyi taşı babam taşı 🤔👎👎👎👎👎 dysonun çakması bile olamaz,"çok, kötü, meselâ, nasıl, kocaman, bile",0.4149879129734084,0,1
625,Urunun voltaji 1000 ve 2100 diyor ama alakasi yoktur telefonujuz 8 saatte sarj olur cok yavas sarji vardir 380 760 amper arasi bir voltaj yollamaktadir 2600 bataryamida 2 defa doldurmaktadir,ürünün voltajı 1000 ve 2100 diyor ama alakası yoktur telefonunuz 8 saatte şarj olur çok yavaş şarjı vardır 380 760 amper arası bir voltaj yollamaktadır 2600 bataryamızda 2 defa doldurmaktadır,"yok, çok, yavaş, var",0.08183364670068935,0,1
626,"Olumlu yönleri: Fiyat makul gibi ama üzerine 500 ila 700 tl ekleyip lg philips alınabilir

Olumsuz yönleri: Yıl olmuş 2019 sesli komut özelliği hala yok, lg Samsung 55” 4bin küsüre var yerli üretime destek verelim ama kalite yok ucuz malzemeyi getir montajla misliyle sat görüntü kalitesi tatmin edici değil para kolay kazanılmıyor","olumlu yönleri : fiyat makul gibi ama üzerine 500 ila 700 tl ekleyip lg philips alınabilir olumsuz yönleri : yıl olmuş 2019 sesli komut özelliği hala yok , lg samsung 55 ” bin küsüre var yerli üretime destek verelim ama kalite yok ucuz malzemeyi getir montajla misliyle sat görüntü kalitesi tatmin edici değil para kolay kazanılmıyor","olumlu, makul, olumsuz, hâlâ, yok, var, yerli, yok, ucuz, kolay",-2.0159966574148687,0,0
627,Beklentilerimi karşılamadı. Yeterince hızlı değil,beklentilerimi karşılamadı . yeterince hızlı değil,yeterince,0.008714596949891068,0,1
628,idare eder fiyatına göre fena değil,idare eder fiyatına göre fena değil,fena,0.010893246187363835,0,1
629,"urun su damlatiyo cok sakin almayin paraniza yazik cizik hemde rengide
cok soluk kutu attigim icin iadede yapamiyorum .",ürün şu damlatıyor çok sakin almayın paranıza yazık çizik hem de rencide çok soluk kutu attığım için iadede yapamıyorum .,"çok, sakin, çizik, rencide",0.9928373175754319,0,1
630,"Çok kalitesiz. Bir ay normal çalıştı, sonra yandı.","çok kalitesiz . bir ay normal çalıştı , sonra yandı .","çok, normal, sonra",1.084967320261438,0,1
631,"Cihazda sorun yok orjinal gayette saglam geldi.
Cihazin kendisi beklentimin baya altinda kaldi almaya deger mi kisiden kisiye degisir.Bir yerde denemeden almayın derim.Buğulanmada yapiyor bilginize.",cihazda sorun yok orjinal gayette sağlam geldi . cihazın kendi beklentimin baya altında kaldı almaya değer mi kişiden kişiye değişir . bir yerde denemeden almayın derim . buğulanmada yapıyor bilginize .,"yok, sağlam",-0.9433551198257081,0,0
632,"Ürün arızalı geldi asus teknik servisi ile çözdüm. Satıcı bu konuda
kesinlikle yardımcı olmuyor bilginize.",ürün arızalı geldi asus teknik servisi ile çözdüm . satıcı bu konuda kesinlikle yardımcı olmuyor bilginize .,kesin,0.1111111111111111,0,1
633,"Ürünü aldığıma pişman oldum açıkçası en büyük göz tam anlamıyla yanmıyor
diğerlerindede ara ara aynı sorun var orta göz kendi kendine gazı
kesiyor hiç memnun kalmadım tavsiye etmem",ürünü aldığıma pişman oldum açıkçası en büyük göz tam anlamıyla yanmıyor diğerlerindede ara ara aynı sorun var orta göz kendi kendine gazı kesiyor hiç memnun kalmadım tavsiye etmem,"pişman, açıkçası, en, büyük, tam, aynı, var, hiç, memnun",-0.23402572596770815,0,0
634,Ayağı kırık ürün Ayağı kırık ürün,ayağı kırık ürün ayağı kırık ürün,"kırık, kırık",-0.1095890410958904,0,0
635,"ürün maks 15 m2 odalar için ideal ondan büyükler için kendini ısıtır.
ses yapmıyor olması güzel.",ürün maks 15 m2 odalar için ideal ondan büyükler için kendini ısıtır . ses yapmıyor olması güzel .,güzel,0.4553376906318083,0,1
636,ÜRÜN HİÇ KALİTELİ DEĞİL VE SORUN OLDUĞU ZAMAN KARŞIN KARGO ALMI YOR HİÇ KİMSEYE TAVSİYE ETMEM,ürün hiç kaliteli değil ve sorun olduğu zaman karşın kargo al mı yor hiç kimseye tavsiye etmem,"hiç, hiç",-1.4246575342465753,0,0
637,"Kargo ulaşımı gayet başarılıydı. Lakin bıçak kısmının olduğu aparat sıkıştı çıkmıyor, servise ulaşamadım. Motoru hemen ısınıyor, buzları beklediğim ölçüde kıramıyor. Model ve kullanış olarak güzel ama beklediğim verimi alamadım ki zaten şu an kullanamıyorum bir hafta içinde kapak sıkıştı. Almadan önce iyi düşünün derim.","kargo ulaşımı gayet başarılıydı . lakin bıçak kısmının olduğu aparat sikişti çıkmıyor , servise ulaşamadım . motoru hemen ısınıyor , buzları beklediğim ölçüde kıramıyor . model ve kullanış olarak güzel ama beklediğim verimi alamadım ki zaten şu an kullanamıyorum bir hafta içinde kapak sıkıştı . almadan önce iyi düşünün derim .","hemen, güzel, zaten, iyi",0.9607843137254901,0,1
638,çok kötü hiç bir işe yaramıyor,çok kötü hiç bir işe yaramıyor,"çok, kötü, hiç",-0.020547945205479423,0,0
639,"Beğenmedim, kullanışlı değil, doğrarken yarısını es geçiyor hiç beğenmedim","beğenmedim , kullanışlı değil , doğrarken yarısını es geçiyor hiç beğenmedim",hiç,-0.7123287671232876,0,0
640,Açıklama detayında görseller ile ilan görselleri farklı.İlan görselinde üst modelin görseli kullanılmış.,açıklama detayında görseller ile ilan görselleri farklı . ilan görselinde üst modelin görseli kullanılmış .,görsel,0.008714596949891068,0,1
641,Bende hiçbir fayda sağlamadı vede 4 kullanımda bitti.,bende hiçbir fayda sağlamadı ve de 4 kullanımda bitti .,,0.0,0,-1
642,"Ürünü beğenmedim. Ürünü mangala alternatif olarak alacaksanız. Bence
almayın. Kesinlikle mangalla kıyaslanamaz. Bu sadece eti teflon tavada
kızartmak gibi bişey. Bence eski usul mangala devam edin. Bu paraya değmez",ürünü beğenmedim . ürünü mangala alternatif olarak alacaksanız . bence almayın . kesinlikle mangalla kıyaslanamaz . bu sadece eti teflon tavada kızartmak gibi bir şey . bence eski usul mangala devam edin . bu paraya değmez,"kesin, sadece, eski",-0.26560121765601225,0,0
643,Cihaz açıkken Elektrik kesildi elektrik geldiginde ise. Cihaz radyoya dunusyu tv olunmuyor naskl ypabilirim,cihaz açıkken elektrik kesildi elektrik geldiğinde ise . cihaz radyoya dünüşyu tv olunmuyor nasıl yapabilirim,"açık, nasıl",0.06971677559912853,0,1
644,Nescafe 3 bir aradayi eski daha iyiydi yeni çıkanlar boktan lütfen eski Nescafe ye geri dönün yenisi berbat,nescafe 3 biraradayı eski daha iyiydi yeni çıkanlar boktan lütfen eski nescafe ye geri dönün yenisi berbat,"eski, daha, iyi, yeni, boktan, lütfen, eski, geri, yeni, berbat",0.5221446264959558,0,1
645,Arkadaşlar ses aşırı kötü ve kısık geliyor.,arkadaşlar ses aşırı kötü ve kısık geliyor .,"aşırı, kötü",-0.2995045811323007,0,0
646,"Ürünün motor gücü (dolayısıyla emiş gücü) çok zayıf.Sadece toz
zerreciklerini emebiliyor.Memnun kalmadım.",ürünün motor gücü ( dolayısıyla emiş gücü ) çok zayıf . sadece toz zerreciklerini emebiliyor . memnun kalmadım .,"dolayısıyla, çok, zayıf, sadece, toz, memnun",0.8750858029665443,0,1
647,kutusu ezilmiş.Muhtemlen suya maruz kaldığı için köşeler darmadağın. buna rağmen ürün temiz ve kullanışlı...,kutusu ezilmiş . muhtemelen suya maruz kaldığı için köşeler darmadağın . buna rağmen ürün temiz ve kullanışlı ...,"muhtemelen, maruz, darmadağın, temiz",0.014310442594084736,0,1
648,"5-6 kere kullandım kapak daki dişler bozuldu bıçak dönmüyor garanti
sahip çıkmadı ürünüm çöp oldu",5-6 kere kullandım kapak dahi dişler bozuldu bıçak dönmüyor garanti sahip çıkmadı ürünüm çöp oldu,,0.0,0,-1
649,Ürünü alalı çok oldu. Bir iki kere çorba yapmaya kalktım. Ürünle beraber gelen bir çorba tarifleri kitapçığı var oradaki tariflere uyarak yaptım. Balık çorbası ve mercimek çorbası denedim. Kitapçıkta yazılı tariflerle çorba yapmak pek mümkün değil. Balık çorbası çiğ kaldı mercimek çorbası bir şeye benzemedi. Doğrama veya karıştırma özelliği iyi kullanılabilir. Parçaları kolaylıkla sökülüp makinada yıkanabiliyor. Ama adı çorbacı olan bir ürüne çorba yapamamak üzücü. Kitapçıktaki tariflere uymadan kendi bildiğinizi okursanız daha iyi olur diye düşünüyorum. Evinizde mutfak robotunuz varsa almayın.,ürünü alalı çok oldu . bir iki kere çorba yapmaya kalktım . ürünle beraber gelen bir çorba tarifleri kitapçığı var ordaki tariflere uyarak yaptım . balık çorbası ve mercimek çorbası denedim . kitapçıkta yazılı tariflerle çorba yapmak pek mümkün değil . balık çorbası çiğ kaldı mercimek çorbası bir şeye benzemedi . doğrama veya karıştırma özelliği iyi kullanılabilir . parçaları kolaylıkla sökülüp makinada yıkanabiliyor . ama adı çorbacı olan bir ürüne çorba yapamamak üzücü . kitapçıktaki tariflere uymadan kendi bildiğinizi okursanız daha iyi olur diye düşünüyorum . evinizde mutfak robotunuz varsa almayın .,"çok, var, yazılı, pek, mümkün, çiğ, iyi, kolay, daha, iyi",2.3825021637269823,0,1
650,"Ürün özellikle yorumlarda anlatıldığı gibi çıktı. Ancak çelik çok ince.
Kalite orta seviye denebilir.",ürün özellikle yorumlarda anlatıldığı gibi çıktı . ancak çelik çok ince . kalite orta seviye denebilir .,"özellikle, çok, ince",1.0479302832244008,0,1
651,SSD nin okuma (read) hızı gayet iyi. Fakat yazım (write) hızında dehşet sorun var. Saniyede 6 7 MB yi geçemedim.,ssdnin okuma ( read ) hızı gayet iyi . fakat yazım ( White ) hızında dehşet sorun var . saniyede 6 7 mbyi geçemedim .,"gayet, iyi",0.5686274509803921,0,1
652,"Bir ütü masasının yüzeyinin geniş olması çok iyi. Bu masada öyle ve estetik bir görünüme sahip. Ben bu masayı 2014 Ekim ayında annemlere almıştım. Ürün kılıfı 1 yıl olmadan harab olmuş, gittim bir kılıf aldım. Dert değil. 2015 Kasımında masada yine bir sorun var dediler detay vermediler. Gittim baktım kaynak yerinden kırılmış masa. Ben böyle birşey görmedim. Ben çocukken aldıkları 15 yıllık markasız masayı bu yeni ve güzeliyle değiştirdim sözde ama ömrü 1 yılmış. Her yıl bir ütü masası alınmamalı bence. Marka adına karşın aldığınız kalite tam bir haya kırıklığı.","bir ütü masasının yüzeyinin geniş olması çok iyi . bu masada öyle ve estetik bir görünüme sahip . ben bu masayı 2014 ekim ayında annemlere almıştım . ürün kılıfı 1 yıl olmadan harap olmuş , gittim bir kılıf aldım . dert değil . 2015 kasımında masada yine bir sorun var dediler detay vermediler . gittim baktım kaynak yerinden kırılmış masa . ben böyle bir şey görmedim . ben çocukken aldıkları 15 yıllık markasız masayı bu yeni ve güzeliyle değiştirdim sözde ama ömrü 1 yılmış . her yıl bir ütü masası alınmamalı bence . marka adına karşın aldığınız kalite tam bir haya kırıklığı .","geniş, çok, iyi, öyle, estetik, harap, yine, var, böyle, yeni, tam",1.7886710239651415,0,1
653,"Fotoğraftaki ürünle gönderdiği ürünün alakası yok. Mega boy yerine mini
boy ürün gönderip mega boy parası alıyorlar. Soru cevap kısmında ürün
boyutunu yazmışlar fakat alakası yok minnacık ürün gönderdiler. Gelen
ürün kırmızıda değil gri. Bu mağazadan ürün alırken dikkat edin.",fotoğraftaki ürünle gönderdiği ürünün alakası yok . mega boy yerine mini boy ürün gönderip mega boy parası alıyorlar . soru cevap kısmında ürün boyutunu yazmışlar fakat alakası yok minnacık ürün gönderdiler . gelen ürün kırmızıda değil gri . bu mağazadan ürün alırken dikkat edin .,"yok, yerine, mini, yok, minnacık",-2.034559942698541,0,0
654,"Firma arızalı bir ürünü tedarikçisinden değiştirmek yerine sana, bana
satmaya çalışıyor. Bana ulaşan ürün belli ki daha önce açılmış ve iade
edilmişti. İade kabul ediyor ama yanlışlıkla ürünü açmadan kabul filan
ederseniz elinizde arızalı ürün kalır. Dikkat edin...","firma arızalı bir ürünü tedarikçisinden değiştirmek yerine sana , bana satmaya çalışıyor . bana ulaşan ürün belli ki daha önce açılmış ve iade edilmişti . iade kabul ediyor ama yanlışlıkla ürünü açmadan kabul filan ederseniz elinizde arızalı ürün kalır . dikkat edin ...","yerine, belli, daha, önce, yanlış",0.3087116124988807,0,1
655,"Özellikle Enter tuşunun çok dar, ALT tuşunun konumu uygun olmadığı için
kullanmak zorluk yaşayacaksınız. Ayrıca, tuşlar birbirlerine çok yakın,
aynı anda 2 tuşa basmaya yol açıyor. kesinlikle tavsiye etmiyorum. diğer
yandan faresi çok kullanışlı.","özellikle enter tuşunun çok dar , alt tuşunun konumu uygun olmadığı için kullanmak zorluk yaşayacaksınız . ayrıca , tuşlar birbirlerine çok yakın , aynı anda 2 tuşa basmaya yol açıyor . kesinlikle tavsiye etmiyorum . diğer yandan faresi çok kullanışlı .","özellikle, çok, dar, uygun, zor, ayrıca, çok, yakın, aynı, kesin, diğer, çok",3.2445757602888947,0,1
656,"BİZ RAHAT Bİ KULLANIM OLSUN DİYE ÇAKMAKLI ALALIM DEDİK...2 AYDIR DAHA
ÇAKAMADIK..SERVİSİ ARADIĞIMDA ISLANMIŞTIR ONDAN ÇAKMIYO DEDİ...ALOOO HİÇ
ÇAKMADI HİÇ SIFIR GELEN ÜRÜN FABRİKADAN ISLAKMI GELDİ",biz rahat bir kullanım olsun diye çakmaklı alalım dedik ... 2 aydır daha çakamadık . . servisi aradığımda ıslanmıştır ondan çakmıyor dedi ... alo hiç çakmadı hiç sıfır gelen ürün fabrikadan ıslak mı geldi,"rahat, daha, hiç, hiç, ıslak",-1.0661205121317932,0,0
657,Sakın aman almayin supurge tozu disari veriyo baslik cok agir servis teknik hata yok bu seri supurgelerin hepsinde var diyo kabul ediyo ama iade degisim veremiyo cunku iade ve degisimde servise sikinti yaratiliyormus ben aldim bin pisman oldum elim nasir tuttu rowenta supurgemi kacin arkaniza bile bakmayin.,sakın aman almayın süpürge tozu dışarıya veriyor başlık çok ağır servis teknik hata yok bu seri süpürgelerin hepsinde var diyor kabul ediyor ama iade değişim veremiyor çünkü iade ve değişimde servise sıkıntı yaratılıyormuş ben aldım bin pişman oldum elim nasır tuttu rowenta süpürgemi kaçınız arkanıza bile bakmayın .,"çok, ağır, teknik, yok, seri, var, pişman, elim, bile",-0.43934103321693974,0,0
658,Ürün elime hala geçmediği için bilmiyorum,ürün elime hala geçmediği için bilmiyorum,hâlâ,-0.136986301369863,0,0
659,ÜRÜN SEBZELERİN SUYUNU ÇIKARIYOR.İRİLİ UFAKLI PARÇALAR KALIYOR.HİÇ MEMNUN KALMADIM.ÇOK PİŞMAN OLDUM.,ürün sebzelerin suyunu çıkarıyor . irili ufaklı parçalar kalıyor . hiç memnun kalmadım . çok pişman oldum .,"iri, ufak, hiç, memnun, çok, pişman",0.23187692124033799,0,1
660,"Urun elime ulastiktan hemen sonra denedim.malzeme kalitesinin
cok iyi oldugu soylenemez.urun metali siki bir sekilde icinden cikan
fircayi guzel kavrayamiyor.dolayisiyla firca cok fazla aciliyor.kullanim 
sirasinda basta zorluk geciliyo o yuzden.fiyat deger kalitesine uygun bi urun.isinizi gorur kesin...",ürün elime ulaştıktan hemen sonra denedim . malzeme kalitesinin çok iyi olduğu söylenemez . ürün metali sıkı bir şekilde içinden çıkan fırçayı güzel kavrayamıyor . dolayısıyla fırça çok fazla açılıyor . kullanım sırasında başta zorluk geçiliyor o yüzden . fiyat değer kalitesine uygun bir ürün . işinizi görür kesin ...,"hemen, sonra, çok, iyi, sıkı, güzel, dolayısıyla, çok, fazla, sırasında, zor, uygun",2.9703793237234017,0,1
661,"Alalı 2-3 tıp oldu neredeyse hiç kullanmıyoruz. Çünkü hiçbir işe
yaramıyor. Montaj için gelip 4 vida sıktılar dünya para aldılar. Bir de
marangoz çağırmamız gerekti. Astarı yüzünden pahalı.",alalı 2-3 tip oldu neredeyse hiç kullanmıyoruz . çünkü hiçbir işe yaramıyor . montaj için gelip 4 vida şıktılar dünya para aldılar . bir de marangoz çağırmamız gerekti . astarı yüzünden pahalı .,"neredeyse, hiç, pahalı",-0.8088459127943415,0,0
662,Bir tane soğan cektim ikinciyi çekemeden ikiye bölüp koyduğum halde bıçağı yuvasından çıktı ve ipi yerine oturmuyor tefalden bu kadar kalitesiz bir ürün beklemezdim.Resmen elimde kaldı,bir tane soğan çektim ikinciyi çekemeden ikiye bölüp koyduğum halde bıçağı yuvasından çıktı ve ipi yerine oturmuyor Tefal'ken bu kadar kalitesiz bir ürün beklemezdim . resmen elimde kaldı,resmen,0.02178649237472767,0,1
663,arkadasıma aldım ama hıc bekledıgımız gıbı bır urun cıkmadı uzulerek soyluyorum almayın bence,arkadaşıma aldım ama hiç beklediğimiz gibi bir ürün çıkmadı üzülerek söylüyorum almayın bence,hiç,-0.7123287671232876,0,0
664,"malasef içinden sesler geliyor ,zaten et tavuk filan düşünmeyin, biraz zorlayın içinden kokular geliyor. Ben memmun kalamadım şuan başka bir dograyıcı almaya çalışıyorum.","maalesef içinden sesler geliyor , zaten et tavuk filan düşünmeyin , biraz zorlayın içinden kokular geliyor . ben memnun kalamadım şu an başka bir doğrayıcı almaya çalışıyorum .","maalesef, zaten, biraz, memnun, başka",-0.10500790879517712,0,0
665,Seramik taban çabuk ısınıp giysiye yapışıyor iki giysimi yaktı.,seramik taban çabuk ısınıp giysiye yapışıyor iki giysimi yaktı .,çabuk,0.023965141612200435,0,1
666,Modem belli süre sonra bağlantı yoksa kendini güç tasarrufu moduna alıyor. Güç tasarrufu modunu kapatma şansınız yok. Bu nedenle modemi sürekli açık bırakmayı düşünüyorsanız uygun bir modem olmadığını söyleyemem yanlış olmayacaktır.,modem belli süre sonra bağlantı yoksa kendini güç tasarrufu moduna alıyor . güç tasarrufu modunu kapatma şansınız yok . bu nedenle modemi sürekli açık bırakmayı düşünüyorsanız uygun bir modem olmadığını söyleyemem yanlış olmayacaktır .,"belli, sonra, yok, yok, sürekli, açık, uygun",-1.7843137254901962,0,0
